trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
17,False,"{'a': 0.5, 'e': 1}",20,0,-190.3555219325203,"{0: 9, 1: 0, 2: 6, 3: 3, 4: 2}",0
18,False,"{'a': 0.5, 'e': 1}",25,0,-135.98690473044888,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
19,False,"{'a': 0.5, 'e': 1}",25,0,-96.52471279066869,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 1}",25,0,-106.42468176676444,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 1}",30,4,-93.92289343139335,"{0: 14, 1: 3, 2: 8, 3: 1, 4: 0}",1
22,False,"{'a': 0.5, 'e': 1}",25,0,-38.05203723361403,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
23,False,"{'a': 0.5, 'e': 1}",25,0,-84.34967648863055,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
24,False,"{'a': 0.5, 'e': 1}",30,0,-158.46046763044268,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
25,False,"{'a': 0.5, 'e': 1}",20,0,-38.64260484639569,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
26,False,"{'a': 0.5, 'e': 1}",30,0,-149.1456361285259,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
27,False,"{'a': 0.5, 'e': 1}",25,0,-174.93962215163072,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 1}",20,0,-125.72163187437833,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
29,False,"{'a': 0.5, 'e': 1}",30,1,-107.3861962952075,"{0: 15, 1: 3, 2: 11, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 1}",30,8,-126.97172787642889,"{0: 11, 1: 1, 2: 8, 3: 1, 4: 1}",1
31,False,"{'a': 0.5, 'e': 1}",35,0,-336.5057741835795,"{0: 16, 1: 3, 2: 8, 3: 3, 4: 5}",0
32,False,"{'a': 0.5, 'e': 1}",25,0,-127.27094026895475,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
33,False,"{'a': 0.5, 'e': 1}",20,0,-111.74357041098756,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 1}",20,0,-96.37270337763165,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 1}",20,0,-88.9960683645976,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 1}",20,0,-138.99182754759036,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 1}",20,0,-41.79021894263553,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
38,False,"{'a': 0.5, 'e': 1}",20,0,-103.61773496249208,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
39,False,"{'a': 0.5, 'e': 1}",25,0,-85.86678001696862,"{0: 18, 1: 1, 2: 2, 3: 4, 4: 0}",0
40,False,"{'a': 0.5, 'e': 1}",20,0,-75.36365326189832,"{0: 9, 1: 6, 2: 4, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 1}",30,0,-209.01567705410304,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 4}",0
42,False,"{'a': 0.5, 'e': 1}",25,0,-92.82512688960315,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 1}",20,2,-32.6103178241091,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 1}",25,0,-42.15134663203833,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 1}",30,0,-109.37414844255706,"{0: 19, 1: 2, 2: 6, 3: 3, 4: 0}",0
46,False,"{'a': 0.5, 'e': 1}",20,0,-71.82119202809315,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
47,False,"{'a': 0.5, 'e': 1}",20,0,-74.98498454000818,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 1}",25,0,-104.1114731981839,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 1}",30,0,-110.81874507976042,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 1}",20,0,-172.57337672455856,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
51,False,"{'a': 0.5, 'e': 1}",20,0,-35.2530298191261,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
52,False,"{'a': 0.5, 'e': 1}",20,1,-136.33816774676058,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 2}",1
53,False,"{'a': 0.5, 'e': 1}",20,0,-29.702566313617268,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
54,False,"{'a': 0.5, 'e': 1}",20,0,-92.1605792683955,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
55,False,"{'a': 0.5, 'e': 1}",30,5,-143.7090665766635,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",1
56,False,"{'a': 0.5, 'e': 1}",30,0,-115.8886569700544,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 1}",20,0,-36.25191061992518,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 1}",20,0,-166.12762912390463,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
59,False,"{'a': 0.5, 'e': 1}",25,0,-144.2312761042215,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
60,False,"{'a': 0.5, 'e': 1}",25,0,-128.65603512705158,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 1}",20,9,-81.41580709462991,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
62,False,"{'a': 0.5, 'e': 1}",20,0,-72.84374151925505,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 1}",20,0,-83.60526501199641,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 1}",25,0,-167.75646252361798,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 4}",0
65,False,"{'a': 0.5, 'e': 1}",25,0,-137.79585218960096,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
66,False,"{'a': 0.5, 'e': 1}",30,0,-120.04475015816328,"{0: 17, 1: 4, 2: 8, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 1}",25,0,-92.64945785207833,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 1}",20,0,-107.88701304207797,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
69,False,"{'a': 0.5, 'e': 1}",30,0,-181.80175629531857,"{0: 15, 1: 2, 2: 9, 3: 3, 4: 1}",0
70,False,"{'a': 0.5, 'e': 1}",20,0,-89.00536696685232,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 1}",20,0,-92.30376376064459,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 1}",20,0,-125.49591125205946,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 1}",30,0,-165.24015003305956,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
74,False,"{'a': 0.5, 'e': 1}",20,0,-35.20196356634752,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
75,False,"{'a': 0.5, 'e': 1}",35,0,-75.21429593450027,"{0: 24, 1: 2, 2: 9, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 1}",25,0,-101.24113244192448,"{0: 12, 1: 7, 2: 4, 3: 2, 4: 0}",0
77,False,"{'a': 0.5, 'e': 1}",20,0,-57.027913793718255,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 1}",30,3,-134.3915446514486,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 2}",1
79,False,"{'a': 0.5, 'e': 1}",20,0,-3.6670251375338783,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 1}",20,0,-51.097974660662054,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 1}",25,11,-118.65664989150761,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 3}",1
82,False,"{'a': 0.5, 'e': 1}",25,0,-96.12941229329391,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
83,False,"{'a': 0.5, 'e': 1}",30,0,-177.9634249857697,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
84,False,"{'a': 0.5, 'e': 1}",25,0,-125.74270393925609,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
85,False,"{'a': 0.5, 'e': 1}",25,0,-174.56443700568116,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 1}",30,0,-85.75033177508516,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
87,False,"{'a': 0.5, 'e': 1}",25,6,-53.46158296890092,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
88,False,"{'a': 0.5, 'e': 1}",20,0,-131.47005135184006,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 1}",20,0,-92.45867392415855,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
90,False,"{'a': 0.5, 'e': 1}",25,0,-207.91141991049346,"{0: 13, 1: 1, 2: 6, 3: 2, 4: 3}",0
91,False,"{'a': 0.5, 'e': 1}",20,3,-34.55767544051933,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
92,False,"{'a': 0.5, 'e': 1}",25,0,-51.668737660556054,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
93,False,"{'a': 0.5, 'e': 1}",20,0,-119.40879221933073,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
94,False,"{'a': 0.5, 'e': 1}",20,0,-86.11054934757071,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
95,False,"{'a': 0.5, 'e': 1}",25,2,-62.526876742018196,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 1}",20,4,-7.524201668730679,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 1}",20,6,-31.49585997617577,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 1}",25,0,-172.12113640679596,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
99,False,"{'a': 0.5, 'e': 1}",25,0,-202.69467758997706,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
100,False,"{'a': 0.5, 'e': 1}",25,0,-14.172955437975572,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 1}",30,0,-229.710478489155,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 5}",0
102,False,"{'a': 0.5, 'e': 1}",20,0,-62.78154306679693,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
103,False,"{'a': 0.5, 'e': 1}",25,0,-143.23978339110053,"{0: 14, 1: 4, 2: 2, 3: 4, 4: 1}",0
104,False,"{'a': 0.5, 'e': 1}",30,0,-49.96195080215108,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
105,False,"{'a': 0.5, 'e': 1}",20,0,-23.856976283958122,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 1}",20,0,-86.53249708085019,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 1}",25,2,-66.80330403695676,"{0: 17, 1: 3, 2: 0, 3: 2, 4: 1}",1
108,False,"{'a': 0.5, 'e': 1}",20,0,-82.81201126054276,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 1}",20,0,-37.25862123822286,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
110,False,"{'a': 0.5, 'e': 1}",20,0,-230.81672262115148,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
111,False,"{'a': 0.5, 'e': 1}",20,0,-174.39486351577963,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
112,False,"{'a': 0.5, 'e': 1}",20,0,-95.87247436894195,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
113,False,"{'a': 0.5, 'e': 1}",20,0,-97.58637316980294,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
114,False,"{'a': 0.5, 'e': 1}",25,1,-96.14192272291905,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 1}",1
115,False,"{'a': 0.5, 'e': 1}",30,0,-178.15214652887917,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
116,False,"{'a': 0.5, 'e': 1}",25,0,-82.25213810176479,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 1}",30,0,-381.4001608148909,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 7}",0
118,False,"{'a': 0.5, 'e': 1}",35,0,-101.90623461285765,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
119,False,"{'a': 0.5, 'e': 1}",25,0,-144.66526548573273,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
120,False,"{'a': 0.5, 'e': 1}",20,0,-118.41073374385078,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
121,False,"{'a': 0.5, 'e': 1}",30,0,-157.47138153269208,"{0: 16, 1: 2, 2: 10, 3: 1, 4: 1}",0
122,False,"{'a': 0.5, 'e': 1}",25,0,-77.55933289555773,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 1}",30,0,-165.0928058703318,"{0: 14, 1: 6, 2: 8, 3: 0, 4: 2}",0
124,False,"{'a': 0.5, 'e': 1}",25,0,-148.48614815426097,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
125,False,"{'a': 0.5, 'e': 1}",20,0,-32.79400549066049,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 1}",25,0,-110.82471367087712,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
127,False,"{'a': 0.5, 'e': 1}",20,0,-218.64745339927958,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
128,False,"{'a': 0.5, 'e': 1}",35,0,-166.592251601085,"{0: 23, 1: 4, 2: 5, 3: 0, 4: 3}",0
129,False,"{'a': 0.5, 'e': 1}",20,0,-92.25087109323563,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
130,False,"{'a': 0.5, 'e': 1}",30,0,-218.39597871227463,"{0: 14, 1: 5, 2: 7, 3: 1, 4: 3}",0
131,False,"{'a': 0.5, 'e': 1}",25,0,-165.42005662246268,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
132,False,"{'a': 0.5, 'e': 1}",30,0,-174.2079085872764,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",0
133,False,"{'a': 0.5, 'e': 1}",20,0,-122.8866692495225,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
134,False,"{'a': 0.5, 'e': 1}",20,0,-155.52261172054023,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
135,False,"{'a': 0.5, 'e': 1}",30,0,-147.67300072646142,"{0: 19, 1: 0, 2: 7, 3: 3, 4: 1}",0
136,False,"{'a': 0.5, 'e': 1}",20,0,-58.452886324133516,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
137,False,"{'a': 0.5, 'e': 1}",25,0,-75.57326980839535,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 1}",20,0,-53.50326078042261,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 1}",25,0,-355.43130441439274,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 7}",0
140,False,"{'a': 0.5, 'e': 1}",25,0,-156.21622347600055,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
141,False,"{'a': 0.5, 'e': 1}",20,0,-91.19231975756959,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
142,False,"{'a': 0.5, 'e': 1}",30,0,-174.96806031145096,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
143,False,"{'a': 0.5, 'e': 1}",30,0,-169.38296448794574,"{0: 15, 1: 3, 2: 9, 3: 2, 4: 1}",0
144,False,"{'a': 0.5, 'e': 1}",20,0,-59.98947683233658,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 1}",35,0,-264.33527267393475,"{0: 17, 1: 5, 2: 8, 3: 1, 4: 4}",0
146,False,"{'a': 0.5, 'e': 1}",30,0,-134.92896275603422,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
147,False,"{'a': 0.5, 'e': 1}",20,0,-231.69482958211043,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 4}",0
148,False,"{'a': 0.5, 'e': 1}",25,0,-121.53103505681598,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
149,False,"{'a': 0.5, 'e': 1}",25,0,-102.63761523203077,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
150,False,"{'a': 0.5, 'e': 1}",30,0,-156.41251983862927,"{0: 16, 1: 1, 2: 11, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 1}",20,0,-83.05716795156567,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
152,False,"{'a': 0.5, 'e': 1}",25,0,-41.45435517498713,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
153,False,"{'a': 0.5, 'e': 1}",25,0,-108.05635456445029,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
154,False,"{'a': 0.5, 'e': 1}",25,1,-109.82797430701287,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 2}",1
155,False,"{'a': 0.5, 'e': 1}",20,0,-192.3921394291453,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 4}",0
156,False,"{'a': 0.5, 'e': 1}",30,0,-129.42378374364353,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
157,False,"{'a': 0.5, 'e': 1}",20,0,-107.78437369976815,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
158,False,"{'a': 0.5, 'e': 1}",20,0,-58.0814663408145,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
159,False,"{'a': 0.5, 'e': 1}",20,0,-122.82306394178138,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
160,False,"{'a': 0.5, 'e': 1}",25,0,-108.41568886724849,"{0: 16, 1: 1, 2: 4, 3: 4, 4: 0}",0
161,False,"{'a': 0.5, 'e': 1}",25,0,-136.74080639665019,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
162,False,"{'a': 0.5, 'e': 1}",20,0,-111.74726343458035,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
163,False,"{'a': 0.5, 'e': 1}",25,0,-118.34159901822406,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
164,False,"{'a': 0.5, 'e': 1}",20,0,-111.0094043645961,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
165,False,"{'a': 0.5, 'e': 1}",20,0,-136.29666691923285,"{0: 11, 1: 4, 2: 1, 3: 2, 4: 2}",0
166,False,"{'a': 0.5, 'e': 1}",30,0,-175.0224289843982,"{0: 14, 1: 2, 2: 12, 3: 1, 4: 1}",0
167,False,"{'a': 0.5, 'e': 1}",25,0,-139.77683392172625,"{0: 11, 1: 5, 2: 7, 3: 1, 4: 1}",0
168,False,"{'a': 0.5, 'e': 1}",20,0,-140.9700241720681,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
169,False,"{'a': 0.5, 'e': 1}",20,0,-161.68141169125607,"{0: 6, 1: 6, 2: 4, 3: 3, 4: 1}",0
170,False,"{'a': 0.5, 'e': 1}",25,0,-91.80265421486278,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 1}",20,0,-92.77334193493532,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 1}",25,0,-145.69892453577663,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
173,False,"{'a': 0.5, 'e': 1}",20,0,-86.61695570031608,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
174,False,"{'a': 0.5, 'e': 1}",20,0,-152.39816201567976,"{0: 9, 1: 1, 2: 6, 3: 3, 4: 1}",0
175,False,"{'a': 0.5, 'e': 1}",20,0,-50.06405882621516,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 1}",25,0,-75.67237674419538,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
177,False,"{'a': 0.5, 'e': 1}",25,0,-127.2243401175662,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
178,False,"{'a': 0.5, 'e': 1}",30,7,-16.70608178588405,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 1}",30,0,-74.77238265832239,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 1}",25,0,-69.09327287844702,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
181,False,"{'a': 0.5, 'e': 1}",20,0,-48.84292813707094,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 1}",30,0,-87.68456316784955,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 1}",25,0,-37.80149014264128,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
184,False,"{'a': 0.5, 'e': 1}",20,0,-58.18546512371125,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
185,False,"{'a': 0.5, 'e': 1}",30,0,-94.76181108412693,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 1}",30,0,-175.97650513879972,"{0: 17, 1: 5, 2: 3, 3: 3, 4: 2}",0
187,False,"{'a': 0.5, 'e': 1}",20,0,-85.98266699204709,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
188,False,"{'a': 0.5, 'e': 1}",20,0,-153.983842399006,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
189,False,"{'a': 0.5, 'e': 1}",30,0,-140.8391439558616,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 1}",30,1,-206.46337596542068,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 3}",1
191,False,"{'a': 0.5, 'e': 1}",20,0,-118.8723669218067,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
192,False,"{'a': 0.5, 'e': 1}",20,0,-61.97983410843331,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 1}",20,0,-94.20495909046129,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
194,False,"{'a': 0.5, 'e': 1}",20,0,-124.85704562295973,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
195,False,"{'a': 0.5, 'e': 1}",20,0,-85.39154084675098,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
196,False,"{'a': 0.5, 'e': 1}",25,0,-74.3550280541204,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 1}",20,0,-48.91715953657173,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
198,False,"{'a': 0.5, 'e': 1}",25,0,-148.41218987182106,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
199,False,"{'a': 0.5, 'e': 1}",20,0,-7.526651180759385,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 1}",20,0,-113.9761593184754,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
201,False,"{'a': 0.5, 'e': 1}",30,0,-206.6345257844827,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
