trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.8, 'e': 0.00014515894904920887}",25,0,14.106560447375452,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.8, 'e': 0.0001417233560090703}",25,4,38.089358458172356,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 0.0001384083044982699}",35,0,32.92265490563774,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
186,False,"{'a': 0.8, 'e': 0.00013520822065981613}",20,0,23.467106898301076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.8, 'e': 0.0001321178491214163}",25,17,18.615123408224328,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.00012913223140495868}",35,0,28.969850521702206,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
189,False,"{'a': 0.8, 'e': 0.00012624668602449185}",25,0,-27.916113802511653,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
190,False,"{'a': 0.8, 'e': 0.0001234567901234568}",20,0,-36.15632005796968,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
191,False,"{'a': 0.8, 'e': 0.00012075836251660427}",25,15,15.152516864231407,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.00011814744801512288}",25,0,37.044922511208526,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.8, 'e': 0.00011562030292519366}",20,0,26.858093561473034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.8, 'e': 0.00011317338162064282}",20,0,30.477239834750332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.8, 'e': 0.00011080332409972299}",20,14,11.852320187586825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.00010850694444444444}",20,14,10.711330803764296,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.00010628122010840685}",20,0,29.96360623887031,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.8, 'e': 0.00010412328196584757}",20,0,25.64121982229578,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.8, 'e': 0.00010203040506070809}",20,0,29.97610370570675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.8, 'e': 0.0001}",25,0,11.040235307508045,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
201,False,"{'a': 0.8, 'e': 1.0}",25,0,-60.92289847411237,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
202,False,"{'a': 0.8, 'e': 0.25}",20,0,-91.18715000314208,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
203,False,"{'a': 0.8, 'e': 0.1111111111111111}",25,5,-20.649175405425982,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.0625}",20,0,6.114052318088973,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
205,False,"{'a': 0.8, 'e': 0.04}",25,0,33.71670921772014,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.8, 'e': 0.027777777777777776}",20,0,27.851173609683403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.8, 'e': 0.02040816326530612}",20,0,24.35734299513173,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.8, 'e': 0.015625}",20,0,25.295152223405843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.8, 'e': 0.012345679012345678}",30,0,41.14699818139702,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.8, 'e': 0.01}",30,0,-5.2358592527694165,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
211,False,"{'a': 0.8, 'e': 0.008264462809917356}",25,0,36.17091212629586,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.8, 'e': 0.006944444444444444}",20,0,11.31574327241178,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
213,False,"{'a': 0.8, 'e': 0.005917159763313609}",30,1,33.25639829049977,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.00510204081632653}",30,1,42.9066807275411,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.0044444444444444444}",25,0,37.81411313253818,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.8, 'e': 0.00390625}",20,12,15.2105658129009,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.0034602076124567475}",35,0,3.478474471351187,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",0
218,False,"{'a': 0.8, 'e': 0.0030864197530864196}",20,3,26.169074546825996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 0.002770083102493075}",20,0,29.059663173527287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.8, 'e': 0.0025}",25,0,30.33330621728434,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.8, 'e': 0.0022675736961451248}",25,0,29.63968463977349,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.8, 'e': 0.002066115702479339}",25,0,35.03810892627964,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.8, 'e': 0.001890359168241966}",30,12,2.2145179458157775,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.001736111111111111}",20,0,2.542024393569836,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
225,False,"{'a': 0.8, 'e': 0.0016}",30,0,17.520764827558644,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
226,False,"{'a': 0.8, 'e': 0.0014792899408284023}",20,15,-14.499221653567956,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.0013717421124828531}",20,0,26.232084344190564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.8, 'e': 0.0012755102040816326}",25,0,8.311838422673485,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
229,False,"{'a': 0.8, 'e': 0.0011890606420927466}",35,15,25.459971703140702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.0011111111111111111}",20,0,8.452440113051884,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
231,False,"{'a': 0.8, 'e': 0.001040582726326743}",25,0,18.292331882991775,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
232,False,"{'a': 0.8, 'e': 0.0009765625}",30,0,14.62623281034682,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
233,False,"{'a': 0.8, 'e': 0.0009182736455463728}",30,14,5.729822255562019,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.0008650519031141869}",25,6,32.55810184424596,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.0008163265306122449}",30,16,23.147534332597395,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.0007716049382716049}",25,1,11.800945496348092,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.0007304601899196494}",25,11,1.4930520474628126,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.0006925207756232687}",25,0,12.837685117797694,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.0006574621959237344}",30,0,-3.4719590130140636,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
240,False,"{'a': 0.8, 'e': 0.000625}",30,0,44.0412047184368,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.8, 'e': 0.000594883997620464}",30,0,18.256326970601247,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
242,False,"{'a': 0.8, 'e': 0.0005668934240362812}",30,0,41.37616112522662,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.8, 'e': 0.0005408328826392645}",25,0,34.79324011903727,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.8, 'e': 0.0005165289256198347}",30,0,-1.3348241692435152,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
245,False,"{'a': 0.8, 'e': 0.0004938271604938272}",25,0,-2.9247498777472103,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
246,False,"{'a': 0.8, 'e': 0.0004725897920604915}",25,15,20.745136807379584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.0004526935264825713}",30,0,21.057682232197365,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
248,False,"{'a': 0.8, 'e': 0.00043402777777777775}",25,11,20.476213092844777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.00041649312786339027}",20,0,7.6605918704960985,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
250,False,"{'a': 0.8, 'e': 0.0004}",25,0,36.760082792952645,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.8, 'e': 0.00038446751249519417}",25,0,35.10073811146127,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.8, 'e': 0.0003698224852071006}",20,0,27.94553448068948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.8, 'e': 0.000355998576005696}",25,16,18.032310595439867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.0003429355281207133}",20,16,4.437328065697054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.00033057851239669424}",25,0,34.79150955886784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.8, 'e': 0.00031887755102040814}",25,3,40.62923460727351,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.0003077870113881194}",20,0,9.324105660444395,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
258,False,"{'a': 0.8, 'e': 0.00029726516052318666}",20,0,24.648515417093563,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.8, 'e': 0.0002872737719046251}",25,0,-3.9744600172565434,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
260,False,"{'a': 0.8, 'e': 0.0002777777777777778}",30,7,8.077582632408602,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.0002687449610319806}",35,13,-30.91413788983882,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.8, 'e': 0.00026014568158168577}",20,13,16.2599421082545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.0002519526329050139}",25,0,13.104507395223681,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
264,False,"{'a': 0.8, 'e': 0.000244140625}",30,0,3.2198974028185305,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
265,False,"{'a': 0.8, 'e': 0.00023668639053254438}",25,0,7.83362219454925,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
266,False,"{'a': 0.8, 'e': 0.0002295684113865932}",30,0,34.366443687529035,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.8, 'e': 0.00022276676319893073}",25,14,16.631081326581842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.00021626297577854672}",20,0,29.14069564865581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.8, 'e': 0.00021003990758244065}",25,4,1.7706130297727367,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.00020408163265306123}",30,13,19.230699582668706,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.00019837333862328903}",25,0,34.803482265616346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.8, 'e': 0.00019290123456790122}",20,0,28.159275085195098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.8, 'e': 0.00018765246762994934}",20,0,8.032557197833865,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
274,False,"{'a': 0.8, 'e': 0.00018261504747991235}",20,0,23.22167936269953,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
275,False,"{'a': 0.8, 'e': 0.00017777777777777779}",20,0,31.68216039935821,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.8, 'e': 0.00017313019390581717}",20,0,4.254857667248428,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
277,False,"{'a': 0.8, 'e': 0.00016866250632484398}",30,0,-2.928444301039285,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
278,False,"{'a': 0.8, 'e': 0.0001643655489809336}",20,0,-19.831783973062574,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
279,False,"{'a': 0.8, 'e': 0.0001602307322544464}",25,0,32.957760314080986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
280,False,"{'a': 0.8, 'e': 0.00015625}",30,0,36.19004712364498,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.8, 'e': 0.00015241579027587258}",20,0,29.37030268923913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.8, 'e': 0.000148720999405116}",20,0,9.364569683233883,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
283,False,"{'a': 0.8, 'e': 0.00014515894904920887}",30,0,41.86748507781009,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.8, 'e': 0.0001417233560090703}",25,3,-9.410037584010217,"{0: 20, 1: 0, 2: 0, 3: 2, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.0001384083044982699}",25,0,30.26950584435055,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.8, 'e': 0.00013520822065981613}",20,0,16.917662976207964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
287,False,"{'a': 0.8, 'e': 0.0001321178491214163}",20,11,13.39772914607648,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.00012913223140495868}",25,12,18.082257742752905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.00012624668602449185}",30,0,37.68834390117896,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.8, 'e': 0.0001234567901234568}",25,0,12.07987432639845,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
291,False,"{'a': 0.8, 'e': 0.00012075836251660427}",20,0,23.50589230554276,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.8, 'e': 0.00011814744801512288}",20,0,27.154721819959207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'a': 0.8, 'e': 0.00011562030292519366}",25,20,8.79163335428731,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.00011317338162064282}",20,0,8.465014685723592,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
295,False,"{'a': 0.8, 'e': 0.00011080332409972299}",20,10,18.19339105956048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.00010850694444444444}",30,15,24.899366709482486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.00010628122010840685}",20,0,24.740088615649732,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.8, 'e': 0.00010412328196584757}",25,16,-6.3307819507682295,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.00010203040506070809}",25,15,15.362068046229705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.0001}",20,0,22.407702067833718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
301,False,"{'a': 0.8, 'e': 9.802960494069208e-05}",20,0,4.657493560798123,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
302,False,"{'a': 0.8, 'e': 9.611687812379854e-05}",20,0,28.4970602476258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.8, 'e': 9.425959091337543e-05}",25,15,14.935810006230005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 9.245562130177515e-05}",20,0,29.560993520725415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.8, 'e': 9.070294784580499e-05}",25,0,34.050130389748126,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.8, 'e': 8.8999644001424e-05}",20,10,18.719492193461768,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 8.734387282732117e-05}",30,0,25.61407354957242,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.8, 'e': 8.573388203017832e-05}",20,3,22.789527511925645,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 8.416799932665601e-05}",20,0,29.19472465787554,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.8, 'e': 8.264462809917356e-05}",20,0,24.492109345813365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.8, 'e': 8.116224332440549e-05}",20,0,24.793293054373223,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",30,16,13.386540122488714,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,28.82436576712136,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",25,0,29.069068492508215,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",25,13,0.8002118179108173,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,12,22.09707698214893,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,14.754711681482679,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,11,24.64942727036445,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,0,43.228416554158485,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,15,-7.681107805294216,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",35,0,19.295134250518725,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",20,0,2.8482965608555895,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",25,0,-10.944810147697513,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",25,0,10.765717625059775,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",35,0,24.901110348211535,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",20,0,1.4283713877309125,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",20,0,20.17817444996969,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0, 'e': 0}",25,0,15.059133671125347,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",20,0,24.41353900520786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",20,0,25.887498013106235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,True,"{'a': 0, 'e': 0}",35,0,-7.099444868756963,"{0: 32, 1: 0, 2: 1, 3: 2, 4: 0}",0
21,True,"{'a': 0, 'e': 0}",30,15,-1.6050759445179867,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,0,36.576119116840296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,True,"{'a': 0, 'e': 0}",25,5,31.181294257356697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",30,0,36.55449609859266,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
25,True,"{'a': 0, 'e': 0}",20,0,25.06366091874424,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",20,0,28.071344833289448,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,True,"{'a': 0, 'e': 0}",20,9,22.324331494971418,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,0,31.696470330746617,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'a': 0, 'e': 0}",25,0,25.13570840773575,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
30,True,"{'a': 0, 'e': 0}",20,0,33.65153047025513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
31,True,"{'a': 0, 'e': 0}",25,0,36.570526983515315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,True,"{'a': 0, 'e': 0}",30,0,18.06214384094295,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,7,29.82638661851423,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",20,0,30.466949330692845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
35,True,"{'a': 0, 'e': 0}",35,0,-2.536881131206471,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",0
36,True,"{'a': 0, 'e': 0}",20,0,26.484384302643413,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
37,True,"{'a': 0, 'e': 0}",35,13,31.876847822626885,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,0,25.20625982967517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,True,"{'a': 0, 'e': 0}",25,0,30.649714127148982,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
40,True,"{'a': 0, 'e': 0}",30,0,44.79816138238969,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
41,True,"{'a': 0, 'e': 0}",25,0,33.45854444398024,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,True,"{'a': 0, 'e': 0}",30,18,9.769622815923446,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",25,17,12.481523060625639,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,10,17.25240097225565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,0,28.568807311145203,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
46,True,"{'a': 0, 'e': 0}",25,0,9.302511405503038,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
47,True,"{'a': 0, 'e': 0}",20,13,11.705964611901704,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,0,23.20002617633801,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
49,True,"{'a': 0, 'e': 0}",30,0,-2.7334382177711243,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
50,True,"{'a': 0, 'e': 0}",20,3,27.96268014165658,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",20,0,22.965158523475104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,True,"{'a': 0, 'e': 0}",20,0,34.75424198634927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
53,True,"{'a': 0, 'e': 0}",20,0,29.94134141027846,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,True,"{'a': 0, 'e': 0}",20,3,28.166248638201978,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,0,25.662359032082794,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,True,"{'a': 0, 'e': 0}",30,0,-2.075202134774674,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
57,True,"{'a': 0, 'e': 0}",25,13,22.96529177155968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,0,27.244467836298536,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
59,True,"{'a': 0, 'e': 0}",30,0,18.046105275301368,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",25,0,34.50209111687065,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
61,True,"{'a': 0, 'e': 0}",25,12,22.791169668638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",30,14,29.22209682193539,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",35,1,-16.36267366815509,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 0}",1
