trial,testing,state,action,reward,Q_before,Q_after
6,False,"('left', 'red', 'forward', None, None)",right,1.0968525587925888,"{'forward': '0.00', None: '1.06', 'right': '0.00', 'left': '-5.16'}","{'forward': '0.00', None: '1.06', 'right': '0.55', 'left': '-5.16'}"
6,False,"('forward', 'green', None, 'left', 'left')",forward,1.7252015584442129,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.86', None: '0.00', 'right': '0.00', 'left': '0.00'}"
6,False,"('forward', 'green', None, None, None)",left,0.5851369522669289,"{'forward': '0.73', None: '-2.29', 'right': '0.09', 'left': '0.00'}","{'forward': '0.73', None: '-2.29', 'right': '0.09', 'left': '0.29'}"
6,False,"('right', 'red', 'forward', 'right', None)",,2.009684000599192,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '1.00', 'right': '0.00', 'left': '0.00'}"
6,False,"('right', 'green', 'forward', None, None)",forward,0.36317178583984344,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.18', None: '0.00', 'right': '0.00', 'left': '0.00'}"
6,False,"('right', 'green', None, None, None)",forward,1.6260696046748797,"{'forward': '0.15', None: '-2.99', 'right': '1.24', 'left': '0.77'}","{'forward': '0.89', None: '-2.99', 'right': '1.24', 'left': '0.77'}"
6,False,"('right', 'red', None, 'left', 'right')",left,-10.91521539426239,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '-5.46'}"
6,False,"('right', 'green', None, None, 'left')",left,1.0737464776449424,"{'forward': '0.00', None: '0.00', 'right': '1.04', 'left': '0.00'}","{'forward': '0.00', None: '0.00', 'right': '1.04', 'left': '0.54'}"
6,False,"('right', 'red', None, 'left', 'left')",right,1.3517108310349963,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '0.00', 'right': '0.68', 'left': '0.00'}"
6,False,"('right', 'red', None, None, None)",left,-9.339990053405824,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '-4.67'}"
6,False,"('right', 'red', None, None, None)",right,2.251373288221534,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '-4.67'}","{'forward': '0.00', None: '0.00', 'right': '1.13', 'left': '-4.67'}"
6,False,"('forward', 'red', None, None, 'left')",right,0.03562549724229558,"{'forward': '0.00', None: '0.53', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '0.53', 'right': '0.02', 'left': '0.00'}"
6,False,"('left', 'green', 'right', None, None)",,-5.24638910932368,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '-2.62', 'right': '0.00', 'left': '0.00'}"
6,False,"('left', 'red', None, None, 'right')",right,1.1012508955713414,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '-5.41'}","{'forward': '0.00', None: '0.00', 'right': '0.55', 'left': '-5.41'}"
6,False,"('right', 'red', None, 'forward', None)",right,-20.281175144165495,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '0.00', 'right': '-10.14', 'left': '0.00'}"
6,False,"('right', 'red', 'right', None, None)",forward,-10.15401778638931,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '-5.08', None: '0.00', 'right': '0.00', 'left': '0.00'}"
6,False,"('right', 'red', None, None, None)",forward,-9.367794026835453,"{'forward': '0.00', None: '0.00', 'right': '1.13', 'left': '-4.67'}","{'forward': '-4.68', None: '0.00', 'right': '1.13', 'left': '-4.67'}"
6,False,"('right', 'green', None, None, 'forward')",right,0.6731702176800607,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '0.00', None: '0.00', 'right': '0.34', 'left': '0.00'}"
6,False,"('right', 'green', None, None, None)",left,0.9094754539181689,"{'forward': '0.89', None: '-2.99', 'right': '1.24', 'left': '0.77'}","{'forward': '0.89', None: '-2.99', 'right': '1.24', 'left': '0.84'}"
6,False,"('forward', 'red', None, 'forward', None)",forward,-40.163160432313596,"{'forward': '0.00', None: '0.00', 'right': '0.00', 'left': '0.00'}","{'forward': '-20.08', None: '0.00', 'right': '0.00', 'left': '0.00'}"
6,False,"('forward', 'red', None, None, None)",forward,-10.858610308954354,"{'forward': '0.00', None: '0.00', 'right': '0.12', 'left': '0.00'}","{'forward': '-5.43', None: '0.00', 'right': '0.12', 'left': '0.00'}"
